 ID-EVENTO;TITULO;PRECIO;GRATUITO;LARGA-DURACION;DIAS-SEMANA;DIAS-EXCLUIDOS;FECHA;FECHA-FIN;HORA;DESCRIPCION;CONTENT-URL;TITULO-ACTIVIDAD;URL-ACTIVIDAD;URL-INSTALACION;NOMBRE-INSTALACION;ACCESIBILIDAD-INSTALACION;CLASE-VIAL-INSTALACION;NOMBRE-VIA-INSTALACION;NUM-INSTALACION;DISTRITO-INSTALACION;BARRIO-INSTALACION;CODIGO-POSTAL-INSTALACION;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TIPO;AUDIENCIA
50411695;"Parque y Salud - Deporte en la Calle - Distrito de Villaverde";"";"1";"1";"X";"30/12/2026;6/1/2027;";"2026-09-07 00:00:00.0";"2027-06-30 23:59:00.0";"10:30";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=97993e4ca0290a10VgnVCM100000891ecb1aRCRD";"Parque y Salud - Deporte en la Calle - Distrito de Villaverde";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e0193e4ca0290a10VgnVCM100000891ecb1aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8dc366051361c010VgnVCM1000000b205a0aRCRD";"Centro Municipal de Mayores Villalonso";"1";"CALLE";"VILLALONSO";"12";"VILLAVERDE";"VILLAVERDE ALTO C.H.";"28021";"439783";"4466800";"40.34958362533649";"-3.709073393125563";"/contenido/actividades/ActividadesDeportivas";""
50411953;"Parque y Salud - Deporte en la Calle - Distrito de Villaverde";"";"1";"1";"J";"24/12/2026;31/12/2026;";"2026-09-07 00:00:00.0";"2027-06-30 23:59:00.0";"17:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=323b3e4ca0290a10VgnVCM100000891ecb1aRCRD";"Parque y Salud - Deporte en la Calle - Distrito de Villaverde";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e0193e4ca0290a10VgnVCM100000891ecb1aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bb9fba61e681c010VgnVCM1000000b205a0aRCRD";"Centro Municipal de Mayores Miguel Delibes";"1";"AVENIDA";"FELICIDAD";"26";"VILLAVERDE";"LOS ROSALES";"28041";"441547";"4467810";"40.35881548932917";"-3.688387122923563";"/contenido/actividades/ActividadesDeportivas";""
50367576;"Piragüismo por Madrid 2026-2027";"";"0";"1";"L,M,X,J,V,S,D";"";"2026-09-01 00:00:00.0";"2027-07-31 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=14e7b73df998f910VgnVCM100000891ecb1aRCRD";"Piragüismo por Madrid 2026-2027";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8bf7a8b0a548f910VgnVCM200000f921e388RCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a0dd15ec8024c910VgnVCM200000f921e388RCRD";"Instalación Deportiva Municipal Básica Parque Juan Carlos I - Embarcadero";"1";"INST. DEPORTIVA BASICA";"PARQUE JUAN CARLOS I EMBARCADERO";"";"DISTRITO";"";"";"448446";"4478743";"40.45775909680347";"-3.6080324477635606";"/contenido/actividades/ActividadesDeportivas";""
50373854;"Tarde de bicis";"";"1";"0";"";"";"2026-09-15 00:00:00.0";"2026-09-15 23:59:00.0";"17:00";"Desde el Punto Juvenil, queremos tener una tarde diferente. Se el más rápido y reserva tu plaza.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b217060d607bf910VgnVCM100000891ecb1aRCRD";"Punto Juvenil Moratalaz";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8085b9caeee3e910VgnVCM200000f921e388RCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/ActividadesDeportivas/Ciclismo";"/usuario/Jovenes"
50367593;"Triatlón por Madrid 2026-2027";"";"0";"1";"L,M,X,J,V,S,D";"";"2026-09-01 00:00:00.0";"2027-06-30 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ff6e0c291b98f910VgnVCM100000891ecb1aRCRD";"Triatlón por Madrid 2026-2027";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d7947f2c4098f910VgnVCM100000891ecb1aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b86c79262ef5d010VgnVCM1000000b205a0aRCRD";"Centro Deportivo Municipal Barajas";"1";"AVENIDA";"LOGROÑO";"70";"BARAJAS";"ALAMEDA DE OSUNA";"28042";"450176";"4479315";"40.46301382809657";"-3.587693324074623";"/contenido/actividades/ActividadesDeportivas/Ciclismo";""
50393260;"VI Marcha ciclista";"";"1";"0";"";"";"2026-09-20 00:00:00.0";"2026-09-20 23:59:00.0";"10:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d50ddbd36c750a10VgnVCM100000891ecb1aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/ActividadesDeportivas";""
50405793;"XVI Carrera Menudos Corazones 2026 - Bimbo Global Race";"";"0";"0";"";"";"2026-09-27 00:00:00.0";"2026-09-27 23:59:00.0";"09:30";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=27909e13a3b70a10VgnVCM100000891ecb1aRCRD";"XVI Carrera Menudos Corazones 2026 - Bimbo Global Race";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9227edaca1b70a10VgnVCM100000891ecb1aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8d9a78a0dea9e210VgnVCM1000000b205a0aRCRD";"Parque Juan Carlos I";"2";"GLORIETA";"S.A.R. DON JUAN DE BORBON Y BATTEMBERG, 5";"5";"BARAJAS";"CORRALEJOS";"28042";"447867";"4478996";"40.45999848510341";"-3.6148888706303586";"/contenido/actividades/ActividadesDeportivas/CarrerasMaratones";""
50406352;"XVII Carrera Madrid-Segovia";"";"0";"0";"";"";"2026-09-19 00:00:00.0";"2026-09-19 23:59:00.0";"05:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=af8c8e5b6ff70a10VgnVCM200000f921e388RCRD";"XVII edición 100K Madrid-Segovia";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=719d128851c60a10VgnVCM100000891ecb1aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/ActividadesDeportivas/CarrerasMaratones";""
50404391;"XVII Carrera Popular del Corazón 2026";"";"0";"0";"";"";"2026-09-26 00:00:00.0";"2026-09-26 23:59:00.0";"09:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ec961a2ccdb60a10VgnVCM100000891ecb1aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/ActividadesDeportivas/CarrerasMaratones";""
50389002;"XVIII Carrera Popular de Tetuán";"";"1";"0";"";"";"2026-09-27 00:00:00.0";"2026-09-27 23:59:00.0";"09:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a1cc4304dd140a10VgnVCM100000891ecb1aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/ActividadesDeportivas";""
50410172;"Zumba - Deporte en la Calle - Distrito de Villaverde";"";"1";"1";"D";"27/12/2026;3/1/2027;";"2026-09-07 00:00:00.0";"2027-06-30 23:59:00.0";"10:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4a14ce4729090a10VgnVCM100000891ecb1aRCRD";"Zumba - Deporte en la Calle - Distrito de Villaverde";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5604273cca090a10VgnVCM200000f921e388RCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=009349ad8bcc5110VgnVCM1000000b205a0aRCRD";"Instalación Deportiva Municipal Básica Parque Plata y Castañar";"0";"PASEO";"PLATA Y CASTAÑAR";"5";"VILLAVERDE";"SAN ANDRES";"28021";"439073";"4466734";"40.34893806864997";"-3.717423564562957";"/contenido/actividades/ActividadesDeportivas";""
50409912;"Zumba - Deporte en la Calle - Distrito de Villaverde";"";"1";"1";"V";"25/12/2026;1/1/2027;";"2026-09-07 00:00:00.0";"2027-06-30 23:59:00.0";"19:30";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f382ce4729090a10VgnVCM100000891ecb1aRCRD";"Zumba - Deporte en la Calle - Distrito de Villaverde";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5604273cca090a10VgnVCM200000f921e388RCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6912f12fa4f61110VgnVCM1000000b205a0aRCRD";"Instalación Deportiva Municipal Básica Los Rosales I";"0";"AVENIDA";"LOS ROSALES";"133";"VILLAVERDE";"BUTARQUE";"28021";"442482";"4466908";"40.3507522003116";"-3.677296127414198";"/contenido/actividades/ActividadesDeportivas";""
